#Name Omega0 sigma8 WindEnergyIn1e51erg RadioFeedbackFactor VariableWindVelFactor RadioFeedbackReiorientationFactor OmegaBaryon HubbleParam n_s MaxSfrTimescale FactorForSofterEQS IMFslope SNII_MinMass_Msun ThermalWindFraction VariableWindSpecMomentum WindFreeTravelDensFac MinWindVel WindEnergyReductionFactor WindEnergyReductionMetallicity WindEnergyReductionExponent WindDumpFactor SeedBlackHoleMass BlackHoleAccretionFactor BlackHoleEddingtonFactor BlackHoleFeedbackFactor BlackHoleRadiativeEfficiency QuasarThreshold QuasarThresholdPower UVBH0beta UVBH0Deltaz UVBHepbeta UVBHepDeltaz SNIa_Rate_Norm SNIa_Rate_DTD_power SofteningComovingType01 seed
 SB35_1580 0.35734 0.89826 2.4153 2.7717 13.863 23.659 0.044089 0.78153 0.99817 4.0482 0.37986 -2.5139 10.67 0.11814 81.07 0.052505 390.81 0.57962 0.0006151 1.0133 0.30142 3.4222e-05 2.0733 7.6205 0.30902 0.11476 0.0059791 3.1656 8.5164 -3.3429 2.4996 -0.66418 0.0012144 1.0191 1.0336 26580
 SB35_1581 0.25926 0.74246 8.1387 0.45219 6.3627 16.193 0.051563 0.55055 0.80218 1.4151 0.15807 -1.8321 5.812 0.047491 2244.9 0.0074409 194.66 0.076057 0.0041526 2.1192 0.65725 0.00020111 0.39998 0.10465 0.096481 0.25611 0.00038352 0.55878 1.0671 -1.7719 0.60658 -0.062667 0.0014588 1.1564 2.6478 26581
 SB35_1582 0.15874 0.9415 1.6327 1.0418 4.0307 11.265 0.034854 0.59171 0.90765 2.2255 0.23629 -2.1408 8.2305 0.3085 3980.7 0.26982 268.22 0.31148 0.0029125 1.6391 0.5849 0.00011222 1.2848 1.9129 0.19689 0.77142 0.052831 1.3316 3.5239 -0.35373 1.1886 -0.89602 0.0010037 1.3486 3.4056 26582
 SB35_1583 0.45748 0.69902 5.4651 0.79928 8.4373 31.516 0.06236 0.76058 1.0927 3.179 0.56633 -2.7131 7.3689 0.067988 1817.9 0.018626 470.53 0.14202 0.0017351 2.7441 0.82828 6.144e-05 0.99003 0.47337 0.039426 0.076091 0.00010581 2.9436 0.67286 -4.4436 0.28071 -0.37275 0.0016419 0.94134 1.6072 26583
 SB35_1584 0.46548 0.93704 2.7256 2.9657 6.0063 15.997 0.049546 0.57318 1.1368 2.0207 0.54249 -2.4459  11.1 0.07393 3248.1 0.069895 501.47 0.1119 0.0037333 1.7862 0.78879 5.232e-05 0.88283 0.11993 0.34415 0.58864 7.2923e-05 2.8191 1.5099 -1.6445 1.431 -0.23319 0.0016284 1.2819 1.6412 26584
 SB35_1585 0.16361 0.67888 12.954 0.28771 11.32 21.901 0.047052 0.75412 0.91243 2.833 0.2509 -1.908 4.4887 0.23856 1085.6 0.005589 310.13 0.79055 0.0015752 2.8307 0.24472 9.9064e-05 1.3585 8.7354 0.075869 0.093509 0.040419 1.4561 6.0184 -3.2359 0.37055 -0.50682 0.00093414 0.90824 3.6416 26585
 SB35_1586 0.26375 0.8809 1.0203 1.8647 9.0576 32.955 0.060031 0.78795 0.82103 4.4435 0.16498 -2.0681 9.5313 0.025962 813.66 0.20199 226.99 0.2016 0.00054647 1.413 0.92255 0.00017164 0.35369 0.55185 0.14887 0.12384 0.00062608 0.68429 0.92816 -4.6296 3.7665 -0.45636 0.0013614 1.0704 2.816 26586
 SB35_1587 0.36496 0.73444 4.8691 0.60151 4.8675 11.527 0.037505 0.56913 1.0282 1.5911 0.35768 -2.778 6.9241 0.18173 2977.1 0.024879 437.19 0.43738 0.0052087 2.4545 0.46584 3.0277e-05 2.1868 2.2294 0.042104 0.22255 0.010837 3.0401 2.5548 -0.55834 0.99139 -0.808 0.0011734 1.2341 1.0613 26587
 SB35_1588 0.31102 0.80335 7.3392 0.9054 4.2318 18.932 0.067092 0.84368 0.79073 2.2962 0.11842 -2.5832 8.6689 0.33932 2023.5 0.03247 364.31 0.34708 0.00071471 1.5759 0.68382 7.1153e-05 0.33036 1.3784 0.029513 0.1885 0.0015367 1.789 1.166 -1.9434 2.1205 -0.098221 0.0012269 1.039 2.984 26588
 SB35_1589 0.20988 0.76238 2.1802 1.3883 8.036 26.484 0.029507 0.51177 1.0088 1.6092 0.50904 -2.2629 7.8112 0.052544 173.57 0.47103 174.43 0.12748 0.0067756 2.5569 0.32798 0.00012993 3.4205 0.60113 0.13515 0.28561 0.004305 2.4242 9.4456 -2.8539 0.50083 -0.63735 0.0014186 1.1455 1.9594 26589
 SB35_1590 0.10963 0.9599 5.8055 0.39928 12.781 39.816 0.057466 0.63037 1.1002 1.2688 0.76381 -1.9622 10.229 0.12925 1913.3 0.01345 288.47 0.54311 0.002415 1.2014 0.80485 0.00023284 0.58061 3.4748 0.066227 0.44861 0.00018604 3.7167 0.61396 -4.2721 1.3841 -0.33696 0.00098765 1.3133 1.2808 26590
 SB35_1591 0.41167 0.60563 1.7314 2.0803 6.9016 13.626 0.040069 0.69861 0.89932 3.6358 0.17741 -2.3917 5.3677 0.036902 3764.2 0.09499 497.01 0.081184 0.0010135 2.1815 0.56145 3.9632e-05 1.5089 0.27076 0.23131 0.060085 0.016249 0.070669 3.1868 -0.84274 0.33587 -0.92309 0.0016856 0.99676 2.2825 26591
 SB35_1592 0.43369 0.85302 7.0971 1.1217 11.496 10.884 0.066342 0.85035 0.77862 1.3831 0.22144 -2.535 7.0494 0.10515 520.02 0.037505 221.2 0.36297 0.00087652 1.2852 0.60485 0.00012185 0.68475 1.3164 0.11853 0.71717 0.047411 2.1932 6.905 -4.0342 2.684 -0.82495 0.0015494 1.0137 3.8823 26592
 SB35_1593 0.13253 0.70646 1.4952 0.72262 5.4252 29.799 0.033694 0.48173 0.9717 3.9632 0.80177 -1.8111 8.407 0.042492 2684.8 0.30586 417.36 0.24441 0.0058757 2.3316 0.36147 6.5524e-05 1.7802 0.95028 0.03356 0.08367 0.00014622 1.5785 1.3165 -1.2319 0.69503 -0.41109 0.00089359 1.1764 1.5394 26593
 SB35_1594 0.2323 0.90877 8.8872 2.5781 4.7337 20.59 0.055736 0.66038 1.0631 2.9766 0.4084 -2.1665 5.614 0.2946 3417.7 0.011647 543.98 0.9526 0.0020494 1.914 0.88383 3.7222e-05 0.27709 5.1986 0.26241 0.10668 0.005366 0.31229 4.3461 -2.3383 1.0032 -0.61069 0.0013387 1.3386 1.1775 26594
 SB35_1595 0.33431 0.65051 1.8599 0.49952 10.16 14.401 0.043364 0.6919 0.88722 2.086 0.11262 -2.6874 10.976 0.06456  1252 0.14631 341.68 0.092304 0.0012163 2.9535 0.528 0.00021483 2.8681 0.21192 0.057909 0.28161 0.00052994 3.9164 0.54541 -2.6203 0.26406 -0.14983 0.0010766 0.96584 2.5377 26595
 SB35_1596 0.39284 0.98202 1.1815 0.3248 8.1081 12.741 0.053734 0.61738 1.1497 3.4279 0.32714 -2.6166 4.7425 0.029873 1736.9 0.060521 256.7 0.069599 0.0031703 1.0749 0.72254 8.9898e-05 0.42411 0.14466 0.086857 0.16239 0.0023746 1.1607 5.592 -4.8682 1.9859 -0.94395 0.0012464 1.251 1.7646 26596
 SB35_1597 0.29095 0.62765 3.9829 3.3893 3.8448 35.649 0.046303 0.73659 0.95032 1.2274 0.13649 -2.2373 11.854 0.14795  3589 0.0086083 454.31 0.63739 0.0018918 2.0578 0.26583 5.0128e-05 2.6213 6.3659 0.30307 0.36141 0.0011676 2.548 1.9687 -0.16854 0.46906 -0.29559 0.0015047 0.93345 3.3131 26597
 SB35_1598 0.19111 0.82508 3.1951 0.5322 6.6682 24.603 0.063324 0.80549 0.85891 1.8537 0.27362 -1.9913 6.186 0.09078 2325.8 0.23329 384.37 0.1487 0.00067065 1.7025 0.98877 2.7408e-05 0.74425 0.31866 0.037065 0.54656 0.021231 3.3423 2.7413 -1.2503 2.9614 -0.74513 0.0010633 1.1013 2.1423 26598
 SB35_1599 0.49229 0.78401 10.698 1.6344 14.42 16.844 0.035774 0.52495 1.0411 2.599 0.65758 -2.3549 9.2932 0.20726 472.73 0.016154 180.4 0.29574 0.0045201 2.6805 0.44471 0.00016393 1.1456 2.4608 0.16956 0.053763 0.00033488 0.94842 0.71401 -3.4688 0.71858 -0.018767 0.0017154 1.2088 1.3645 26599
 SB35_1600 0.48999 0.87482 3.3347 0.7126 9.5039 14.067 0.030758 0.56679 1.0762 1.7906 0.23082 -1.9837 5.5187 0.15308 2207.3 0.0077129 512.23 0.44885 0.00096774 1.0501 0.97212 0.00013292 3.1033 0.1318 0.12159 0.13204 0.022487 0.99345 1.1038 -4.6639 0.29147 -0.14072 0.0010314 1.2139 3.5447 26600
 SB35_1601 0.18873 0.71591 11.177 1.0927 5.0588 38.515 0.068342 0.78562 0.87374 2.562 0.59284 -2.3702 10.876 0.030727   123 0.062849 302.11 0.19604 0.0064893 2.0673 0.41628 7.9623e-05 0.25177 9.5146 0.026843 0.20839 0.00025663 3.3564 9.974 -0.612 1.1316 -0.61736 0.0017256 1.0812 1.6501 26601
 SB35_1602 0.28859 0.91809 1.1324 0.48597 5.7704 26.793 0.04132 0.75647 0.76671 3.2581 0.38858 -2.6086 7.0831 0.20041  1855 0.017967 234.99 0.8398 0.002313 1.6725 0.73845 4.3541e-05 1.934 0.52051 0.2104 0.62856 0.0025154 2.5032 0.5876 -1.7176 0.62978 -0.41944 0.0012984 0.88338 1.0787 26602
 SB35_1603 0.39051 0.67244 3.8108 2.5321 10.805 18.739 0.058716 0.57553 0.98321 1.1401 0.15104 -2.2375 8.4447 0.088214 3940.2 0.22538 426.46 0.10557 0.0013723 2.6945 0.29506 0.00024242 0.62642 2.1218 0.059582 0.087674 0.00089473 1.1474 3.331 -3.2506  2.38 -0.81807 0.0014864 1.2861 2.7109 26603
 SB35_1604 0.33664 0.99132 10.116 3.4381 13.539 11.644 0.048302 0.69937 0.84584 3.153 0.48415 -2.0583 6.2129 0.043676 3049.1 0.29425 371.94 0.086069 0.0030068 1.3398 0.85518 0.00010132 1.0595 1.4483 0.083423 0.4022 0.0063312 3.8985 1.5902 -4.2475 0.79102 -0.025647 0.0013204 0.97099 1.9487 26604
 SB35_1605 0.23465 0.6496 2.119 0.33352 7.1045 32.581 0.050796 0.63114 1.0545 2.2549 0.12491 -2.7878 9.3239 0.10887 1152.3 0.041888 163.28 0.51128 0.0017936 2.2934 0.51111 5.8564e-05 0.81742 0.63732 0.3825 0.066893 0.00036458 0.26332 5.7166 -0.79881 3.3312 -0.73678 0.0011287 1.3185 3.0662 26605
 SB35_1606 0.1349 0.8469 6.237 1.6805 4.1158 22.638 0.038756 0.51097 1.1615 1.426 0.18644 -2.44 4.6561 0.062693 888.09 0.15121 299.59 0.13108 0.00062221 1.961 0.63426 3.3273e-05 2.4079 3.1902 0.046796 0.16921 0.055943 1.5957 0.96698 -1.8801 0.42616 -0.28893 0.0015596 1.1263 2.3705 26606
 SB35_1607 0.43599 0.79344 1.3119 0.54206 7.5768 15.498 0.061281 0.84288 0.93881 3.9934 0.72452 -1.9138 11.763 0.28506  2786 0.010486 489.4 0.3382 0.0041951 2.9215 0.37754 0.00017866 0.46392 0.24636 0.16368 0.31843 0.00010058 2.2419 2.4513 -2.8489 1.7657 -0.95306 0.00086169 1.0488 1.2602 26607
 SB35_1608 0.40928 0.94021 5.0934 0.2919 4.5478 17.409 0.045053 0.69426 0.83295 1.308 0.8462 -2.0127 9.5699 0.054485 1561.4 0.45308 216.72 0.090009 0.0036109 1.5491 0.83427 4.7685e-05 2.0416 1.1978 0.33504 0.11883 0.00019566 0.11936 5.3278 -2.2745 0.87892 -0.79889 0.00099088 0.9457 1.4822 26608
 SB35_1609 0.10731 0.69446 1.5218 3.0458 9.6976 23.835 0.052483 0.66275 1.0166 3.6629 0.21096 -2.3333 6.9588 0.35014 3647.9 0.036281 419.1 0.98031 0.0015231 2.5681 0.57756 8.1055e-05 0.39323 0.87245 0.09498 0.25261 0.012362 3.734 2.0672 -2.6156 3.4124 -0.46303 0.0016467 1.3494 3.9457 26609
 SB35_1610 0.20754 0.89654 8.3624 0.61859 12.063 36.011 0.034524 0.4794 1.1237 2.432 0.10665 -2.642 11.002 0.035569 2376.8 0.098214 542.21 0.22992 0.00053995 1.1736 0.65519 0.00014528 1.2631 5.5116 0.18542 0.79998 0.001616 2.3752 2.6383 -4.01 0.41791 -0.51517 0.0012016 1.1515 2.5517 26610
 SB35_1611 0.30866 0.73754 2.4814 1.8996 5.6384 12.596 0.062074 0.84803 0.92592 1.7392 0.42895 -2.2119 4.3945 0.12531 289.41 0.012107 346.18 0.38451 0.0051482 2.1935 0.31113 2.6564e-05 0.97489 0.22267 0.040976 0.075149 0.0032756 1.7711 0.74161 -1.1879 1.5793 -0.22631 0.0014636 1.0179 1.146 26611
 SB35_1612 0.36732 0.81902 0.97622 1.3688 6.4855 14.569 0.032444 0.52416 1.0883 4.2242 0.14892 -2.1567 10.138 0.24634 711.7 0.0050098 255.34 0.27914 0.00083921 1.8388 0.93843 6.2349e-05 1.6129 0.13768 0.030686 0.51189 0.0007335 3.0268 7.3133 -1.3238 0.29856 -0.92997 0.0014064 1.183 3.2595 26612
 SB35_1613 0.26609 0.76546 4.6663 0.88188 13.596 20.381 0.065092 0.8047 0.91086 1.4781 0.30079 -2.6972 5.2804 0.07661 2610.8 0.072573 459.18 0.15806 0.0079586 2.7943 0.49505 0.00010983 0.52259 6.0044 0.10723 0.057337 0.0074013 0.63947 1.2425 -3.4834 1.2574 -0.32861 0.0011481 1.1064 1.833 26613
 SB35_1614 0.16592 0.96305 2.8476 2.0235 8.5894 30.766 0.042113 0.73737 0.80383 1.9521 0.60235 -2.5292 8.6986 0.17632 3351.6 0.027666 379.48 0.61945 0.0027759 1.462 0.7721 0.00019032 3.6811 0.34708 0.052384 0.15228 8.5424e-05 1.4702 4.5567 -4.902 0.5633 -0.63069 0.0015894 0.91422 1.4018 26614
 SB35_1615 0.46787 0.62123 13.521 0.39208 3.9578 10.528 0.054485 0.61816 0.99531 2.7932 0.29774 -1.8169 7.8371 0.025007 1451.4 0.19522 181.78 0.071377 0.0011646 2.4204 0.21627 3.6085e-05 0.29856 2.7045 0.23995 0.38599 0.027607 2.8641 0.52039 -0.22239 2.3338 -0.10733 0.00093737 1.2608 2.1309 26615
 SB35_1616 0.45986 0.95858 1.7037 1.5213 11.244 21.427 0.067421 0.73055 1.0279 2.1157 0.26176 -2.0844 11.569 0.045985 3615.1 0.0066913 239.87 0.21544 0.0021185 1.1117 0.55099 3.0592e-05 0.33512 6.8828 0.027519 0.18714 0.050217 2.9886 1.8919 -3.688 0.75374 -0.49865 0.00097835 0.99621 2.081 26616
 SB35_1617 0.16104 0.60109 5.7117 0.58276 6.0494 14.989 0.029793 0.59996 0.82246 2.9532 0.67339 -2.7617 4.9579 0.11403 1715.3 0.054325 448.53 0.41044 0.0012557 2.0058 0.80771 0.00016725 3.4831 0.15778 0.1358 0.29453 0.00013901 1.3456 4.8035 -1.5098 2.8482 -0.77213 0.0016869 1.3087 1.3145 26617
 SB35_1618 0.26159 0.80165 2.3139 3.8028 4.8271 10.345 0.056501 0.5423 0.91855 3.9109 0.3421 -2.461 9.0006 0.07006 448.14 0.02078 512.81 0.1003 0.00088549 1.7359 0.33456 9.3316e-05 0.59122 3.152 0.06956 0.44481 0.0056828 0.51399 0.81273 -0.11543 0.49196 -0.19045 0.0012176 1.1465 1.7095 26618
 SB35_1619 0.3597 0.75742 7.7899 0.30979 9.1364 28.326 0.039149 0.81156 1.1318 1.3952 0.13319 -1.893 6.3934 0.32034  2347 0.25987   323 0.87991 0.0059436 2.6309 0.67863 5.4915e-05 1.5307 0.40462 0.22502 0.061874 0.00050391 3.1523 2.9174 -4.7746 1.9101 -0.54218 0.0014199 1.044 3.2004 26619
 SB35_1620 0.31355 0.87645 4.9485 0.43933 7.9192 25.888 0.049831 0.48542 0.89417 2.6186 0.41809 -1.9481 8.1372 0.16207 2644.3 0.3407 275.57 0.66087 0.0006775 1.2762 0.47161 4.1591e-05 0.90512 0.76294 0.35728 0.57164 0.0022578 1.8956 1.3949 -2.7222 0.25431 -0.36404 0.0013662 1.2389 1.1252 26620
 SB35_1621 0.21556 0.73302 1.037 2.7258 4.293 17.718 0.047381 0.86699 1.1058 1.8284 0.10758 -2.4058 7.2795 0.032705 557.07 0.048243 485.68 0.066892 0.0045723 2.3568 0.915 0.00021942 1.3988 1.0477 0.071528 0.094308 0.0012367 2.2507 7.8962 -2.4022 1.0538 -0.90327 0.0011606 1.0716 2.3799 26621
 SB35_1622 0.11494 0.93222 12.205 0.78714 6.8089 12.242 0.059111 0.67534 1.0097 1.2172 0.21648 -2.5659 10.698 0.22767 1293.9 0.13133   353 0.25042 0.0032771 1.8995 0.24282 0.00012662 0.36419 0.19151 0.14641 0.12008 0.020186 3.6085 0.46494 -0.98353 0.66943 -0.071652 0.0016332 0.90381 3.6999 26622
 SB35_1623 0.41378 0.67705 2.5679 1.0163 12.95 34.253 0.036541 0.65666 0.79027 3.4725 0.83902 -2.2802 5.836 0.09965 3380.2 0.0090533 161.53 0.17615 0.001953 2.9831 0.79867 7.1862e-05 2.242 4.7392 0.045693 0.22416 0.00035468 0.24486 4.2078 -3.8237 2.8189 -0.65763 0.00092133 1.2811 1.4475 26623
 SB35_1624 0.44088 0.82993 10.412 2.1874 5.3784 31.841 0.052813 0.50529 0.88128 1.5792 0.74339 -2.1193 7.5176 0.26214 155.56 0.39351 532.65 0.75379 0.00058913 1.6128 0.44285 0.00020933 0.43186 0.72882 0.089201 0.16745 7.6708e-05 2.1164 8.9153 -0.75043 0.35301 -0.59041 0.0010716 1.2042 1.2307 26624
 SB35_1625 0.14292 0.78579 3.1096 0.35688 11.593 11.135 0.045339 0.82357 1.0679 4.5052 0.18483 -2.7346 8.8753 0.081074 2053.7 0.031325 328.81 0.11763 0.0056227 2.5048 0.99867 3.7608e-05 2.6594 1.6558 0.28883 0.35884 0.038174 1.7212 1.0197 -4.2177 1.3339 -0.1764 0.0017131 1.1008 2.2229 26625
 SB35_1626 0.24227 0.98646 4.2734 1.2646 10.088 16.74 0.06361 0.71874 0.97182 2.8569 0.12173 -2.4886 5.0823 0.19915 3781.7 0.11372 208.31 0.47911 0.0039437 1.235 0.27163 6.8773e-05 0.75509 0.28644 0.036852 0.56286 0.0006587 0.38784 3.7378 -3.1121 0.52636 -0.84477 0.0012547 0.93858 2.8597 26626
 SB35_1627 0.34114 0.62907 1.2677 0.97023 4.766 22.916 0.036104 0.63678 0.77737 1.9947 0.48829 -1.8576 10.444 0.028393 1884.5 0.013944 406.01 0.18369 0.0016618 2.1319 0.715 0.00011478 1.1665 3.7103 0.18203 0.053303 0.010234 3.774 0.63412 -2.1638 2.0438 -0.38401 0.0015024 1.252 1.9134 26627
 SB35_1628 0.3825 0.91049 1.9109 0.6696 3.7946 38.047 0.065378 0.76294  1.04 3.5848 0.17181 -2.0367 4.2118 0.057036 1118.5 0.0057942 395.68 0.14608 0.0025511 1.7772 0.53455 0.00015449 0.70511 8.3003 0.10934 0.72334 0.0014512 1.0219 6.263 -0.34909 0.95415 -0.70977 0.0013329 0.9671 2.6618 26628
 SB35_1629 0.28371 0.65542 9.1316 1.7267 8.2186 13.023 0.032774 0.59407 0.85958 1.2789 0.34757 -2.3094 11.323 0.3686  3204 0.083676 193.3 0.30341 0.0010692 2.8557 0.87862 2.8763e-05 1.8249 0.11501 0.034087 0.081246 0.004529 2.6287 1.758 -4.38 3.9534 -0.061506 0.0010885 1.3435 1.0061 26629
 SB35_1630 0.18423 0.85433 1.3936 0.27005 14.215 19.596 0.056065 0.54822 0.95567 1.6307 0.52127 -2.6648 6.6552 0.039951 2943.7 0.024001 269.6 0.080661 0.00077049 1.3987 0.35099 5.0627e-05 0.28405 1.8206 0.27863 0.10745 0.0001757 3.4808 2.2442 -3.2987 0.35667 -0.97982 0.0015436 1.1757 1.5473 26630
 SB35_1631 0.48237 0.711 6.6143 3.3464 6.7666 27.416 0.043649 0.7792 1.1439 2.2763 0.25807 -2.1891 9.7623 0.14001 859.25 0.16874 465.63 0.54546 0.007314 2.4841 0.6077 8.761e-05 2.9533 0.44648 0.055722 0.27311 0.017093 0.86895 0.87207 -1.7477 1.5019 -0.25331 0.00090541 1.0093 3.4617 26631
 SB35_1632 0.48052 0.92254 7.8655 1.0794 7.5391 23.394 0.057263 0.8289 0.81354 1.8731 0.13082 -2.678 6.7729 0.05505 1374.8 0.0062979 479.39 0.47567 0.0018675 2.0988 0.76217 4.655e-05 1.1268 2.3486 0.15168 0.15811 0.042813 1.2271 1.4914 -1.028 1.4554 -0.608 0.0013774 1.165 1.3516 26632
 SB35_1633 0.17945 0.66819 2.3435 0.83717 4.135 16.365 0.03964 0.49695 1.0361 2.6837 0.45841 -2.1681 9.6301 0.38607 3459.4 0.077661 281.67 0.18636 0.0031517 1.0183 0.20549 8.3511e-05 0.732 0.53357 0.043394 0.33699 0.00013383 2.6223 6.0905 -3.8525 0.38514 -0.13152 0.0011754 1.0025 2.0266 26633
 SB35_1634 0.27912 0.86581 5.4299 2.6764 7.3734 11.268 0.06666 0.64514 1.1291 3.3895 0.68453 -1.8048 4.3293 0.041823 2688.5 0.022591 155.43 0.72692 0.0043735 2.7253 0.92728 0.00015271 2.8115 9.2409 0.33942 0.53217 0.0047887 3.2681 0.93946 -2.7657 3.7386 -0.83106 0.0016167 0.96222 3.1512 26634
 SB35_1635 0.38124 0.72472 1.607 0.43197 13.041 30.853 0.029303 0.71342 0.92057 1.1877 0.19567 -2.549 11.19 0.1352 602.8 0.18085 359.29 0.12105 0.00065138 1.6419 0.48316 2.5524e-05 0.45492 0.1197 0.074078 0.050131 0.00046662 0.88198 2.5251 -2.4222 0.96293 -0.43282 0.00090843 1.3347 1.7386 26635
 SB35_1636 0.34592 0.84373 3.0153 0.31636 10.625 28.274 0.059678 0.58961 1.1078 3.0103 0.56607 -2.3542 5.4664 0.27142 400.23 0.41987 442.32 0.075058 0.0057161 2.2632 0.6668 6.107e-05 3.0434 0.25815 0.067143 0.69796 0.0021442 2.1346 1.2081 -0.059998 2.1537 -0.7234 0.00096369 0.92983 2.4466 26636
 SB35_1637 0.24412 0.79719 14.375 3.8781 5.8703 19.351 0.037223 0.77059 0.8915 2.1558 0.24378 -1.9997 10.078 0.077459 2297.3 0.029619 246.27 0.59067 0.00084675 1.3692 0.32336 0.00011354 0.29395 3.5771 0.23693 0.077975 0.0010688 1.5278 9.1061 -4.7373 0.51984 -0.012665 0.0016757 1.2471 1.096 26637
 SB35_1638 0.14418 0.99931 0.92445 0.54722 5.2025 13.33 0.049265 0.77152 0.79853 1.3688 0.15987 -2.2223 7.902 0.19011  3538 0.10507 316.61 0.13788 0.0012072 2.8891 0.84377 0.00019984 1.7318 0.5656 0.028967 0.10383 0.018948 0.36309 0.59267 -3.636 1.3795 -0.96226 0.0012307 1.1974 1.4251 26638
 SB35_1639 0.44546 0.64103 4.3773 1.4265 9.2446 37.296 0.0467 0.55265 1.0008 3.8381 0.37024 -2.6238 8.5096 0.029423  1640 0.015225 519.02 0.31913 0.0020264 1.9941 0.58798 3.4633e-05 0.6663 1.3871 0.13112 0.26244 0.00029484 3.975 3.305 -1.4788 0.32755 -0.29828 0.0014364 1.0901 3.7634 26639
 SB35_1640 0.42481 0.88784 1.0796 3.1508 3.9348 29.154 0.062967 0.60716 1.0707 1.2546 0.31832 -2.7754 10.816 0.15482 2895.8 0.36356 199.51 0.10148 0.007015 2.5979 0.64376 0.00013943 1.4521 0.21347 0.2704 0.1916 6.6742e-05 1.8554 6.9837 -3.4008 2.6106 -0.44977 0.0013477 0.8971 2.261 26640
 SB35_1641 0.12304 0.74684 3.6282 0.25391 8.6426 10.195 0.035497 0.72642 0.87938 3.5181 0.14188 -2.0785 5.7047 0.033867 809.49 0.045619 389.29 0.87123 0.00073479 1.5192 0.38797 7.6343e-05 0.55888 4.8934 0.058993 0.30318 0.0365 2.4984 1.3002 -1.8653 0.69079 -0.78578 0.0010997 1.2705 1.2116 26641
 SB35_1642 0.22307 0.94417 3.4883 1.7586 14.132 15.374 0.053456 0.81573 0.78641 2.3202 0.28426 -1.8949 8.2558 0.23588 1041.4 0.12136 472.03 0.2223 0.0010252 2.2264 0.86677 4.2595e-05 3.5905 0.97868 0.11571 0.45598 0.00055127 3.6426 4.2963 -0.45205 1.0441 -0.23539 0.0015307 1.2302 1.8637 26642
 SB35_1643 0.32438 0.68991 11.771 0.68101 6.2416 21.047 0.045945 0.53513 0.96365 1.6616 0.63609 -2.4511 7.1481 0.095144 3128.8 0.0098861 263.39 0.39687 0.0024336 1.1409 0.52335 0.00025029 0.34669 1.2563 0.033092 0.06378 0.0096711 0.0042284 0.55236 -4.5065 0.26893 -0.52464 0.000889 1.0668 2.9399 26643
 SB35_1644 0.3516 0.97133 6.5509 0.95006 5.5508 34.848 0.055536 0.85893 0.85144 4.3975 0.19934 -2.3803 9.3838 0.048171 3862.6 0.0072743 335.1 0.27045 0.0015848 2.7623 0.72728 0.00010664 2.3709 2.4544 0.037972 0.59804 0.0014065 2.7605 5.394 -3.0015 1.9342 -0.31913 0.0010605 1.1417 1.0232 26644
 SB35_1645 0.25056 0.61315 1.376 1.2401 12.249 11.928 0.042927 0.49025 1.049 1.5409 0.88824 -1.9657 6.0266 0.11004 1963.8 0.050429 526.54 0.16347 0.0037825 1.8701 0.28317 5.6342e-05 0.38352 0.33705 0.17194 0.099204 0.0038875 1.4054 2.0403 -2.0352 0.46683 -0.92089 0.0016985 1.0353 2.621 26645
 SB35_1646 0.1502 0.81536 9.6054 0.38006 9.9545 17.991 0.065906 0.65182 1.1419 2.0435 0.4493 -2.2587 11.952 0.067667 199.68 0.019562 412.12 0.69701 0.0053637 2.3901 0.96217 3.2513e-05 1.3507 6.1542 0.084285 0.12581 0.0001638 0.73509 2.8425 -0.63648 3.0695 -0.12044 0.0012712 0.98562 3.3712 26646
 SB35_1647 0.45234 0.76892 2.0257 2.3327 4.4289 25.17 0.033495 0.68339 0.95847 2.9278 0.101 -2.5953 4.5913 0.33528 2099.4 0.27856 202.02 0.063308 0.00056488 1.4931 0.40552 0.00018425 0.87775 0.15229 0.29751 0.2361 0.014501 3.0987 0.68885 -4.0827 0.72888 -0.64394 0.0015154 1.302 1.591 26647
 SB35_1648 0.46933 0.80772 4.0193 0.50556 12.478 12.919 0.040599 0.67079 0.8648 2.201 0.11291 -2.3276 8.8154 0.25928 967.11 0.0054698 169.69 0.24779 0.0040007 2.0352 0.36453 0.00021637 0.92294 0.38598 0.04822 0.11172 0.026199 3.2242 1.4038 -2.0064 2.2146 -0.75011 0.0013039 0.92486 1.6225 26648
 SB35_1649 0.17031 0.75195 1.1972 1.5694 7.069 35.372 0.058188 0.68941 1.0844 3.0766 0.395 -2.0264 7.7038 0.07358 2867.1 0.067053 365.74 0.35611 0.00059678 1.0816 0.62032 3.6832e-05 1.1981 2.8115 0.15461 0.23875 0.00026477 0.60959  7.84 -2.9522 0.57036 -0.47672 0.0011157 1.2676   3.6 26649
 SB35_1650 0.27106 0.9508  11.1 0.34198 4.3145 24.532 0.031478 0.85284 0.98054 4.0912 0.79439 -2.2022 10.255 0.16926 3095.1 0.026158 495.6 0.095121 0.001711 2.664 0.5499 6.6015e-05 0.40672 0.17781 0.078826 0.75102 0.0029649 1.2809 0.51005 -4.3654 1.2159 -0.56007 0.0015709 1.1879 2.7837 26650
 SB35_1651 0.36898 0.60828 3.2837  3.53 7.8824 17.157 0.06887 0.47132 0.7687 1.4614 0.22671 -2.6439 5.147 0.026334 1196.2 0.20829 293.19 0.92965 0.002883 1.7036 0.89334 0.00012053 2.1078 7.1836 0.39399 0.070936 0.00095974 2.885 3.8385 -0.90063 0.32177 -0.20869 0.00087648 1.1152 1.0491 26651
