#Name Omega0 sigma8 WindEnergyIn1e51erg RadioFeedbackFactor VariableWindVelFactor RadioFeedbackReiorientationFactor OmegaBaryon HubbleParam n_s MaxSfrTimescale FactorForSofterEQS IMFslope SNII_MinMass_Msun ThermalWindFraction VariableWindSpecMomentum WindFreeTravelDensFac MinWindVel WindEnergyReductionFactor WindEnergyReductionMetallicity WindEnergyReductionExponent WindDumpFactor SeedBlackHoleMass BlackHoleAccretionFactor BlackHoleEddingtonFactor BlackHoleFeedbackFactor BlackHoleRadiativeEfficiency QuasarThreshold QuasarThresholdPower UVBH0beta UVBH0Deltaz UVBHepbeta UVBHepDeltaz SNIa_Rate_Norm SNIa_Rate_DTD_power SofteningComovingType01 seed
  SB35_454 0.13265 0.82651  11.2 0.36549 14.348 12.102 0.03073 0.48758 0.93861 2.2788 0.3933 -2.6204 7.951 0.28158 3919.5 0.019758 202.83 0.77468 0.0077275 2.2743 0.58112 7.6673e-05 1.6583 2.3601 0.34035 0.12168 0.00051917 1.8385 7.1865 -1.3797 0.51598 -0.060655 0.00092411 1.1361 1.4094 25454
  SB35_455 0.43395 0.78317 3.3273 2.266 6.7018 34.602 0.06836 0.86949 1.1614 1.6302 0.15312 -2.2257 8.5934 0.080355 1754.1 0.24702 411.36 0.11452 0.00081047 1.3587 0.83696 0.00013751 0.5366 0.54119 0.075085 0.21928 0.0053283 2.4522 1.2636 -3.5789 2.1728 -0.70914 0.0016361 1.0334 2.1174 25455
  SB35_456 0.41134 0.93642 13.563 1.0297 11.41 31.477 0.042088 0.71775 1.0164 2.9539 0.15073 -2.0799 10.771 0.22923 2529.5 0.0061369 282.43 0.28978 0.0013906 2.2369 0.38111 3.4776e-05 1.967 6.2404 0.038281 0.16347 0.0043365 0.31502 0.57766 -1.6129 0.27204 -0.54281 0.0017108 0.95659 3.5234 25456
  SB35_457 0.10955 0.67892 2.8383 0.78944 5.959 11.248 0.054501 0.63623 0.83276 2.1132 0.30493 -2.774 5.6327 0.092463 679.21 0.0886 478.58 0.15215 0.0023311  1.13 0.63694 0.00019713 0.6363 0.15308 0.17523 0.36287 0.0015689 3.9602 3.3905 -3.1844 1.028 -0.19129 0.0010691 1.3328 1.6572 25457
  SB35_458  0.21 0.88006 4.6504 2.8089 4.8986 16.216 0.03246 0.50591 0.92573 1.3956 0.59928 -2.4497 8.3317 0.161 1407.3 0.022814 358.54 0.62292 0.0067194 2.6107 0.50834 0.00011409 3.1522 2.4204 0.085902 0.55024 0.016134 2.1803 1.1225 -4.6032 0.68198 -0.77179 0.0014997 1.1706 1.0716 25458
  SB35_459 0.31128 0.73586 0.97975 0.45733 8.9997 23.689 0.065066 0.82454 1.1235 3.9068 0.2967 -1.8964 7.1893 0.035217 3258.5 0.16044 156.23 0.071027 0.00099668 1.5068 0.85171 6.0263e-05 0.25607 0.3353 0.29993 0.053975 0.00018225 1.5441 9.8013 -0.51161 2.6479 -0.49851 0.0012517 1.0044 2.7246 25459
  SB35_460 0.36508 0.80449 2.4897 0.29732 7.9959 36.806 0.03454 0.55077 0.91105 1.8303 0.85099 -1.9662 9.468 0.065049 3742.3 0.38863 245.46 0.094456 0.0043232 2.4005 0.29785 2.5636e-05 2.4757 0.96519 0.26534 0.70474 0.040679 3.285 0.96085 -1.9756 0.73631 -0.65777 0.001084 1.1993 1.9367 25460
  SB35_461 0.26402 0.76105 8.336 3.692 4.2532 13.444 0.062048 0.78131 1.0885 2.6179 0.21158 -2.3799 6.0752 0.32233 1579.7 0.030945 443.08 0.93352 0.00064473 1.4822 0.74191 0.0001506 0.4763 1.2498 0.058513 0.082436 7.4389e-05 0.92821 2.4686 -2.9048 3.0509 -0.071992 0.0013282 1.0958 3.082 25461
  SB35_462 0.16331 0.96043 1.5162 0.58131 6.875 19.398 0.045027 0.76076 0.99552 3.4765 0.10543 -2.5948  11.9 0.049553 319.4 0.11645 519.82 0.24942 0.0018088 2.7752 0.41271 8.3896e-05 1.0878 0.21646 0.11477 0.10483 0.01077 1.2127 1.6006 -4.2991 0.46275 -0.90242 0.00090138 0.92795 2.3575 25462
  SB35_463 0.46541 0.6053 5.1112 1.5001 12.83 27.733 0.052499 0.59155 0.80402 1.2169 0.42291 -2.2592 4.511 0.11319 2483.1 0.014276 315.86 0.3547 0.0030487 1.8578 0.96942 4.5948e-05 0.84044 4.9192 0.032472 0.27748 0.00061388 2.5747 5.6758 -0.88886 1.9486 -0.36341 0.0015393 1.2415 1.2659 25463
  SB35_464 0.45779 0.96802 2.5621 0.39509 4.5164 13.645 0.059095 0.75394 0.82227 3.6642 0.41932 -2.023 8.7702 0.17411 583.24 0.29058 262.45 0.69423 0.00164 2.6745 0.61038 6.9399e-05 0.74337 1.0937 0.20035 0.13443 0.00037564 2.7001 3.6703 -3.0118 0.31809 -0.22593 0.0017229 0.98157 1.238 25464
  SB35_465 0.15881 0.62231 12.231 2.0627 9.7619 39.868 0.036567 0.57335 1.0277 1.3067 0.10819 -2.331 7.6318 0.027088 2746.6 0.041378 452.33 0.06372 0.0039132 1.6925 0.35454 0.00013135 1.147 0.84439 0.062571 0.20262 0.0059359 1.0873 0.64632 -2.1031 1.235 -0.51507 0.0010285 1.329 2.2137 25465
  SB35_466 0.25914 0.82497 1.039 0.91366 11.979 26.45 0.049857 0.56891 1.1316  1.74 0.21342 -2.6473 10.331 0.24925 3478.6 0.15484 384.77 0.27157 0.0054301 2.0482 0.87516 0.00022695 0.42462 4.222 0.12765 0.63907 0.00010801 0.80369 9.0814 -0.68423 0.57776 -0.46363 0.0014841 1.1311 2.8783 25466
  SB35_467 0.35707 0.76595  4.94 1.4019 5.6757 18.904 0.047366 0.78817 0.91837 2.4297 0.82939 -2.1987 5.1883 0.070737 1316.1 0.010734 176.23 0.16233 0.00057202 1.0691 0.53177 4.0048e-05 2.6182 0.18583 0.02557 0.085129 0.053205 3.4095 1.0003 -4.1131 2.1833 -0.79977 0.0012959 1.0537 1.9042 25467
  SB35_468 0.31578 0.89702 7.7733 1.853 6.408 11.542 0.056527 0.51193 1.106 1.4794 0.26536 -2.1289 11.467 0.038504  1675 0.0081694 222.16 0.22387 0.0070971 2.963 0.71848 5.2958e-05 0.27667 0.1753 0.048615 0.41087 0.00023756 1.6696 2.2332 -3.3887 0.8621 -0.10645 0.0011246 1.2189 2.6789 25468
  SB35_469 0.21763 0.7435 2.3193 0.59732 13.765 33.002 0.039133 0.8435 0.89436 4.2222 0.68157 -2.7171 4.0744 0.12383  3526 0.066549 413.51 0.39524 0.00074358 1.9194 0.27441 9.6722e-05 2.8724 7.1482 0.15756 0.064908 0.023507 2.0548 0.87711 -1.7992 3.6307 -0.63009 0.0013161 1.086 1.0008 25469
  SB35_470 0.11756 0.94127 5.722 2.9893 8.4869 21.87 0.067405 0.69883 0.79045 2.7959 0.34091 -2.5102 9.8988 0.050272 2261.8 0.017078 549.37 0.10082 0.0010602 2.3379 0.99599 0.00017362 0.68579 0.39149 0.08033 0.17263 0.00086186 3.8357 6.2929 -0.40497 0.39044 -0.32871 0.00085722 0.89384 1.5561 25470
  SB35_471 0.41623 0.69945 1.7002 0.28941 4.007 15.977 0.029819 0.63015 1.0099 1.9514 0.13251 -1.8437 6.5099 0.35453 411.77 0.2143 339.18 0.87471 0.002516 1.2953 0.43927 2.9547e-05 1.7775 2.8252 0.39722 0.30857 0.0026624 0.43952 1.7481 -4.4755 1.6176 -0.93035 0.0015549 1.2967 3.4455 25471
  SB35_472 0.43845 0.8466 6.6377 0.52622 9.4415 16.819 0.056047 0.4819 1.0681 2.5632 0.17121 -1.9265 4.8126 0.061793 3187.1 0.0053046 366.55 0.13916 0.0061587 2.1755 0.79598 9.084e-05 0.58129 0.10305 0.19472 0.11523 0.0077888 2.3276 0.81745 -0.010737 0.80537 -0.8177 0.0016508 1.1935 2.0707 25472
  SB35_473 0.14027 0.78768 1.3885 1.6127 5.0941 24.572 0.043678 0.85018 0.88147 1.789 0.34581 -2.4196 11.705 0.3079 1021.6 0.076865 168.93 0.31872 0.00091255 1.1916 0.23927 4.8862e-05 1.5071 8.0275 0.039019 0.25788 0.00068362 1.9631 2.903 -4.7084 3.1268 -0.41934 0.00099519 1.1171 1.3234 25473
  SB35_474 0.24023 0.99004 9.1025 0.32885 5.7323 35.696 0.065405 0.69213 0.77757 1.1405 0.52845 -2.5562 6.256 0.04435 750.57 0.026304 292.39 0.074331 0.0012732 2.5471 0.91846 2.771e-05 0.32996 0.46351 0.31914 0.77466 0.029421 0.17729 1.8814 -3.6273 0.45553 -0.61797 0.0014682 0.91923 1.7021 25474
  SB35_475 0.33888 0.64443 1.9172 3.4292 10.88 12.759 0.032755 0.66017 0.97201 3.2548 0.26121 -2.2976 9.145 0.10078 2915.2 0.18556 496.35 0.59152 0.0021366 1.5702 0.4744 0.00015989 3.4246 2.0219 0.099711 0.076613 8.2836e-05 3.5314 4.8262 -1.4095 1.7215 -0.1416 0.0012063 1.2657 3.2196 25475
  SB35_476 0.38514 0.9129 1.2723 2.5392 13.373 14.383 0.063638 0.73643 0.85938 2.2572 0.73289 -2.1018 7.3856 0.21662 2087.6 0.44758 505.17 0.72588 0.0019682 2.4639 0.67516 0.00011891 0.35423 1.6078 0.050425 0.49805 0.011669 1.2957 0.47391 -1.079 0.27396 -0.95218 0.0011509 0.95059 1.1202 25476
  SB35_477 0.28614 0.67118 4.2586 0.49232 7.1903 20.561 0.036086 0.61756 1.0398 3.1517 0.18271 -2.752 8.024 0.086885 234.4 0.03583 309.01 0.12224 0.0033208 1.4186 0.33178 6.6282e-05 2.1834 0.64975 0.24927 0.058414 0.00020295 2.933 4.1316 -3.8795 1.1537 -0.28832 0.0014094 1.3544 2.393 25477
  SB35_478 0.18649 0.86904 3.0995 1.1374 4.0653 29.842 0.052795 0.52474 1.1437 3.9969 0.12209 -2.4748 5.9502 0.14179 1975.1 0.10055 229.65 0.47627 0.0047091 2.8368 0.81039 3.6343e-05 0.88149 4.1093 0.031868 0.14796 0.0031362 3.2078 1.3683 -2.7738 0.61485 -0.73689 0.00093971 1.1622 3.6808 25478
  SB35_479 0.4844 0.71562 10.444 0.73424 7.6685 10.898 0.045367 0.80572 0.95547 1.4254 0.49104 -1.8713 10.592 0.031181 3827.3 0.012399 431.96 0.18465 0.00070152 1.7963 0.55456 0.00021744 1.3605 0.29923 0.10325 0.39271 0.0017472 0.56385 8.0427 -2.4922 2.5475 -0.026017 0.001592 1.0284 1.4565 25479
  SB35_480 0.47689 0.90094 4.3919 0.28454 6.591 12.498 0.049254 0.85854 1.0359 4.3021 0.55809 -2.3668 5.5678 0.20791 2342.9 0.47541 419.9 0.080546 0.0024132 1.662 0.40282 3.591e-05 3.535 3.2034 0.082744 0.10996 0.00040634 1.4533 4.2216 -0.35656 2.4173 -0.86658 0.0011129 1.1572 2.2728 25480
  SB35_481 0.17566 0.65834 0.9215 2.9352 14.594 36.515 0.046721 0.47659 0.81335 1.508 0.24099 -1.9871 10.96 0.091512 490.83 0.033423 215.97 0.5508 0.001011 2.7054 0.95861 0.00019287 0.34089 0.24955 0.37533 0.24473 0.0070561 2.8179 0.56166 -4.4507 0.62258 -0.40568 0.0013009 1.0197 1.2042 25481
  SB35_482 0.27511 0.85769 14.323 0.63526 8.3694 24.284 0.059699 0.6655 0.92038 1.9151 0.16034 -2.241 7.0032 0.14922 1718.8 0.092484 345.37 0.14627 0.00071294 1.0372 0.28664 0.00010938 1.4278 1.4425 0.04592 0.74017 0.000112 3.0412 7.109 -3.3492 1.1156 -0.57303 0.00087408 0.94008 1.872 25482
  SB35_483 0.37705 0.70179 3.0259 1.9681 3.7262 17.356 0.037212 0.68378 1.1289 2.7429 0.37233 -2.6052 8.3917 0.029952 3571.9 0.013356 542.97 0.30063 0.0067705 2.0796 0.73008 6.3206e-05 0.55023 0.62924 0.16235 0.072809 0.0623 0.68706 1.2784 -1.7752 0.29524 -0.15913 0.0015683 1.3475 2.9237 25483
  SB35_484 0.34971 0.83287 1.612 1.3146 4.6737 10.568 0.066681 0.60988 0.89169 1.3392 0.13036 -2.7853 6.1403 0.064339 3430.9 0.0057401 458.43 0.48354 0.00054549 1.9505 0.51988 2.6442e-05 1.3156 0.51836 0.12392 0.48561 0.00028625 2.4233 2.822 -0.74119 1.7764 -0.99709 0.001738 0.91236 1.0276 25484
  SB35_485 0.24775 0.77621 5.4123 0.85791 10.287 30.218 0.029292 0.74085 1.108 3.754 0.45608 -2.0608 9.2792 0.29253 1266.1 0.070386 256.14 0.18345 0.0052084 2.9324 0.864 0.00014718 0.85367 2.0948 0.027061 0.056655 0.025085 1.7859 0.69326 -4.1489 0.42187 -0.27069 0.0010401 1.2552 2.6053 25485
  SB35_486 0.14837 0.97732 2.3354 2.1036 11.854 20.085 0.057252 0.80125 1.001 2.3708 0.69395 -1.9163 4.6968 0.042115 505.92 0.024649 182.54 0.74649 0.0037331 1.3269 0.39065 8.07e-05 2.3059 0.13234 0.2121 0.14448 0.00099555 0.07362 5.4323 -3.0622 3.3065 -0.6881 0.0014706 1.1849 3.3881 25486
  SB35_487 0.44948 0.63235 7.8936 0.40346 5.2601 14.673 0.03966 0.53238 0.79872 1.6985 0.19805 -2.4376 11.84 0.10498 2671.6 0.19622 378.67 0.1178 0.0015724 2.3058 0.64732 4.8354e-05 0.37353 9.6365 0.060725 0.38137 0.0027987 3.7176 2.0276 -2.1356 0.79799 -0.039707 0.0012789 1.1121 1.5804 25487
  SB35_488 0.42081 0.88557 2.0222 0.74679 12.628 18.369 0.065893 0.57752 0.87959 3.0754 0.20208 -2.3329 9.5174 0.036589 1927.5 0.008841 302.91 0.25219 0.0006708 1.1611 0.59067 0.00017794 2.7641 0.35163 0.030771 0.13919 0.0082558 1.5814 0.94551 -2.6756 1.5976 -0.20834 0.0011356 0.88524 1.344 25488
  SB35_489 0.11883 0.72977 9.6239 1.1583 6.9823 26.837 0.033518 0.74678 1.0709 2.2032 0.89903 -2.0132 6.8784 0.1289 3777.4 0.060946 511.47 0.17543 0.004529 2.2065 0.84733 3.3728e-05 0.44791 2.7147 0.10869 0.2109 0.00081822 2.1943 2.5068 -2.3707 0.41144 -0.55995 0.0013977 1.2917 2.0361 25489
  SB35_490 0.21947 0.92921 1.3789 0.46292 4.3666 38.867 0.055559 0.79536 0.96384 1.4608 0.44773 -2.2124 11.086 0.052378 2010.3 0.016005 425.65 0.65659 0.0031766 1.5381 0.31989 5.8275e-05 1.1095 0.13589 0.053096 0.66252 0.030718 3.9154 1.4823 -0.97211 3.3688 -0.47735 0.00095306 1.212 3.1313 25490
  SB35_491 0.32056 0.68671 6.536 2.3907 7.7856 13.893 0.042914 0.56477 0.78662 4.0948 0.10048 -2.6415 4.4431 0.33661 159.37 0.22663 235.75 0.067159 0.0018922 2.5787 0.664 0.00010268 0.71967 5.9813 0.24061 0.088736 9.5045e-05 0.30954 6.1335 -3.757 0.89152 -0.75096 0.0016088 1.0756 1.7478 25491
  SB35_492 0.35581 0.9552 11.748 3.6569 8.9458 15.703 0.053479 0.83867 1.0488 1.7557 0.31927 -2.6957 10.214 0.18335 831.67 0.3087 162.53 0.099896 0.0020549 1.4495 0.48663 0.00024138 1.6845 5.4402 0.33052 0.43466 0.013778 2.5489 0.60266 -3.7364 2.3576 -0.092821 0.0016623 1.1207 2.4308 25492
  SB35_493 0.25455 0.61033 3.4945 0.35023 4.9298 22.448 0.045931 0.51999 0.85123 2.5146 0.14268 -2.1582 5.3216 0.026004 2994.2 0.038605 372.74 0.88564 0.0012174 2.4334 0.93005 4.4149e-05 0.64894 0.22184 0.094727 0.069049 0.00021806 1.1638 3.2474 -1.5396 0.55986 -0.67893 0.0010103 1.0469 1.1013 25493
  SB35_494 0.15403 0.81114 3.6367 1.5813 6.1951 32.505 0.062954 0.62208 0.95826 3.3166 0.28025 -1.8184 8.6535 0.23939  3231 0.14245 490.16 0.21633 0.00087732 1.8278 0.20282 7.9252e-05 2.964 1.2136 0.18492 0.18288 0.0036475 0.94538 1.1879 -0.12621 1.2463 -0.34627 0.0014512 0.97661 1.4167 25494
  SB35_495 0.45594 0.75458 1.0773 0.5153 10.979 11.87 0.035521 0.70365 1.1418 1.1625 0.6288 -2.5277 7.7651 0.074452 1067.6 0.011565 298.79 0.40756 0.0058912 2.8049 0.7586 0.00013467 0.28593 0.8758 0.040424 0.32866 0.0017996 3.3415 9.2688 -4.842 0.3008 -0.88538 0.0011929 1.3204 3.7789 25495
  SB35_496 0.47332 0.81566 8.5968 2.3267 3.897 23.095 0.048886 0.64105 1.0846 3.5174 0.64523 -2.7641 11.517 0.068083 3998.8 0.41093 329.56 0.61512 0.00077949 1.7235 0.8239 8.8765e-05 0.26979 0.19399 0.35249 0.15541 0.0011086 3.466 2.2882 -1.2568 1.8883 -0.52525 0.0011798 0.93296 3.8591 25496
  SB35_497 0.17453 0.77467 1.8033 0.37475 8.7235 16.51 0.051453 0.70968 0.865 1.256 0.27787 -2.0819 4.8776 0.31131  1835 0.028996 531.85 0.071674 0.0073891 2.6438 0.56723 5.0391e-05 3.3363 4.7586 0.071331 0.34683 0.0020241 0.82088 0.85538 -3.4723 0.49967 -0.23626 0.0013821 1.2501 1.5149 25497
  SB35_498 0.27466 0.9726 7.0092  1.19 13.997 10.93 0.038162 0.83257 0.7689 1.6611 0.13906 -1.8905 9.0848 0.047819 64.004 0.10663 405.25 0.28097 0.0026337 1.1008 0.69057 2.9165e-05 0.61757 0.75325 0.14601 0.52236 0.00031878 1.0383 6.6992 -4.8708 2.885 -0.78541 0.00091241 1.2098 1.1713 25498
  SB35_499 0.37279 0.61831 1.4802 0.9223 6.2999 31.937 0.060614 0.50106 0.98072 2.3227 0.32204 -2.4634 6.442 0.11857 2226.8 0.015447 209.12 0.15743 0.0011054 2.0163 0.34645 0.00015382 1.9004 1.0435 0.04508 0.051524 0.018141 2.6744 1.6434 -0.17548 0.74311 -0.44967 0.0016209 1.1026 2.4958 25499
  SB35_500 0.30006 0.94935 3.2952 0.70169 5.4696 27.315 0.031492 0.77717 0.84295 1.5393 0.11428 -2.4092 8.2131 0.21886  2774 0.0066108 192.5 0.23083 0.0034237 1.8872 0.9035 0.00011632 0.79485 3.1119 0.027592 0.68463 0.00012473 0.43407 3.6333 -2.3421 2.7905 -0.64405 0.0016779 1.1775 1.7946 25500
  SB35_501 0.2021 0.69118 11.059 1.8305 12.435 19.949 0.068846 0.55796 1.0563 4.3989 0.40045 -1.9447 7.3208 0.095799 922.95 0.081497 396.44 0.38202 0.0014447 2.996 0.46006 6.8434e-05 1.0328 0.40296 0.13765 0.080523 0.045055 3.7908 0.65242 -2.626 0.6735 -0.12081 0.00096614 1.0149 3.3302 25501
  SB35_502 0.10184 0.8936 1.1935 0.25723 9.8092 13.213 0.040575 0.58437 1.1524 2.9245 0.79036 -2.2768 10.652 0.16672 1163.7 0.021282 466.44 0.089635 0.00050118 1.2653 0.78204 3.8123e-05 0.49315 6.971 0.070511 0.1017 0.00045249 2.0688 8.2597 -4.0394 1.063 -0.92002 0.0014391 0.96524 2.1772 25502
  SB35_503 0.4007 0.74712 4.0328 3.1598 4.4962 37.779 0.058201 0.76491 0.94685 2.0439 0.22593 -2.5693 5.7639 0.033641 3013.9 0.17042 268.84 0.9872 0.0047766 2.3672 0.22625 0.00020849 2.5533 0.15842 0.22562 0.27065 0.0051032 1.7069 1.1006 -1.2365 0.25243 -0.31853 0.0012335 1.3378 1.3725 25503
  SB35_504 0.42898 0.99433 0.98922 1.461 7.4693 28.898 0.031934 0.81979 0.83084 2.683 0.17413 -2.736 7.5667 0.19203 269.68 0.0076334 449.29 0.13127 0.0029073 1.2244 0.98205 7.2871e-05 0.41364 1.8275 0.11142 0.19772 0.0040637 3.5921 0.50036 -4.2754 2.0122 -0.43342 0.0010973 1.1446 1.6139 25504
  SB35_505 0.13099 0.63994 4.7098 0.56694 4.1751 10.327 0.064343 0.53886 1.0192 1.8751 0.77593 -2.1178 8.959 0.027379 2435.2 0.052933 239.07 0.33493 0.001735 2.1429 0.42626 0.00012607 2.1409 0.45234 0.034366 0.29718 0.001302 0.19912 3.9103 -0.84907 0.53246 -0.83194 0.0013451 1.0384 3.6229 25505
  SB35_506 0.23076 0.83778 2.6984 3.9531 7.305 14.852 0.042614 0.60345 1.1153 1.1874 0.51877 -1.8561 5.0024 0.26902 3667.1 0.018433 322.24 0.085961 0.00061506 1.5998 0.70351 0.0002223 0.93745 8.2685 0.28091 0.46992 0.015349 1.9104 1.4307 -1.9505 1.353 -0.13115 0.00088617 0.99807 2.7708 25506
  SB35_507 0.3296 0.79669 12.794 0.31879 13.168 21.698 0.055225 0.72228 0.93475 3.3935 0.11661 -2.4901 10.391 0.083199 1502.6 0.26241 513.62 0.51602 0.0041451 2.5173 0.26008 4.1401e-05 1.2184 0.11352 0.056786 0.062434 0.00015778 2.2988 7.6979 -2.8567 0.34849 -0.60791 0.0015276 1.3143 1.0551 25507
  SB35_508 0.39442 0.86533 6.0019 0.42827 10.466 33.803 0.044381 0.6462 1.0975 2.1533 0.36283 -2.3099 4.1393 0.038942 1486.5 0.35593 484.88 0.83209 0.00095598 1.3881 0.89056 5.567e-05 0.52063 0.28537 0.088483 0.61591 0.034221 0.56158 0.75755 -4.6354 1.4928 -0.29837 0.0016939 0.90943 3.0019 25508
  SB35_509 0.29561 0.71875 1.7858 2.6267 5.9573 12.347 0.051895 0.67811 0.90288 3.011 0.16172 -2.0363 11.278 0.13648 3339.4 0.044649 276.32 0.1057 0.0064078 2.4951 0.54645 9.2933e-05 1.6026 3.6622 0.2834 0.097572 6.8769e-05 3.1666 3.1302 -0.56239 0.36031 -0.96264 0.0010557 1.283 1.991 25509
  SB35_510 0.19577 0.92147 7.4309 0.80838 5.1248 17.761 0.035186 0.86419 0.80679 3.8342 0.24725 -2.1886 6.6959 0.059171 2575.3 0.12313 162.34 0.45323 0.002235 1.7642 0.62388 0.00016949 0.32351 0.7316 0.036158 0.1294 0.0091977 2.9424 1.8499 -1.649 3.983 -0.011783 0.0015113 1.2333 1.2876 25510
  SB35_511 0.49387 0.6632 2.2022 1.0529 9.3818 25.392 0.062653 0.49595 0.99362 1.3691 0.55329 -2.6653 9.8388 0.38238 723.35 0.010033 352.24 0.19575 0.0013266 2.8682 0.36722 3.0443e-05 3.9992 1.6776 0.18056 0.2319 0.00059199 1.3288 4.9121 -3.241 0.94577 -0.7228 0.0012668 1.0697 2.321 25511
  SB35_512 0.49449 0.86464 10.135 1.4928 7.9146 31.869 0.064195 0.84237 1.0705 2.7479 0.18706 -2.638 8.9872 0.077046 1023.9 0.023611 466.92 0.51438 0.002736 2.3654 0.83284 2.9689e-05 0.5665 2.9787 0.12836 0.46884 0.0098 3.1451 0.89801 -4.0683 1.2267 -0.077593 0.00092013 1.2695 3.2608 25512
  SB35_513 0.19555 0.71963 2.1384 0.57188 4.297 10.909 0.031779 0.51159 0.87903 1.9206 0.72537 -2.2081 7.5944 0.24761 3173.6 0.16656 269.33 0.08566 0.0011478 1.2516 0.57701 0.00017445 1.4719 0.41276 0.025984 0.062621 0.00055866 0.50121 2.1794 -0.66059 0.32289 -0.66333 0.0016146 0.92237 1.8297 25513
  SB35_514 0.29589 0.92059 6.2063 3.7115 6.7967 16.542 0.054757 0.63048 0.78606 1.5186 0.48368 -2.0168 10.427 0.025149 2913.4 0.0059088 192.8 0.33662 0.00081826  2.99 0.65581 9.713e-05 0.35332 6.5265 0.20366 0.19725 0.036004 1.358 1.7075 -2.0599 2.2223 -0.36223 0.0011871 1.1127 1.3996 25514
  SB35_515 0.39377 0.66388 1.304 0.30236 12.977 23.143 0.042153 0.69994 0.96352 4.3397 0.12453 -2.3372 5.0377 0.17723 764.6 0.08562 396.74 0.13189 0.0077596 1.8773 0.31244 5.3182e-05 3.6593 0.16005 0.0629 0.29809 6.5833e-05 2.9953 6.4483 -2.9865 0.57546 -0.90122 0.0013753 1.1899 2.1315 25515
  SB35_516 0.32908 0.99502 3.3048 0.45014 11.279 37.705 0.051739 0.57537 0.85069 1.7114 0.38896 -2.5329 11.305 0.3484 248.44 0.112 404.77 0.19512 0.00053185 2.0298 0.9382 4.024e-05 0.37835 0.20311 0.079023 0.129 0.014694 0.24007 0.63073 -4.5312 3.6161 -0.19256 0.0014323 1.025 1.4836 25516
  SB35_517 0.23088 0.63906 11.155 2.7928 6.0284 13.186 0.044233 0.75674 1.0485 2.3929 0.15151 -1.821 4.1664 0.054168 2085.8 0.013811 208.64 0.4516 0.0050708 1.1026 0.49413 0.00022804 2.339 4.6145 0.39514 0.23247 0.000166 3.5942 3.7579 -0.4371 0.87748 -0.54405 0.0012408 1.1576 3.9366 25517
  SB35_518 0.13082 0.83866 1.1392 0.80214 4.8496 19.992 0.062193 0.7854 1.1414 3.7636 0.23005 -2.1529 9.8731 0.12469 3813.8 0.40176 329.26 0.10621 0.0035183 2.6537 0.77314 0.00013191 0.86124 0.79918 0.048344 0.61405 0.0038349 2.2655 1.025 -1.8509 1.642 -0.49288 0.0016716 1.3573 2.5455 25518
  SB35_519 0.42953 0.79601  3.83 1.0357 9.0909 27.368 0.034719 0.56692 0.95772 1.344 0.59215 -2.6932 6.7308 0.035362 1977.4 0.032162 531.55 0.83579 0.001484 1.7295 0.21643 6.9692e-05 1.3254 1.0352 0.15505 0.097802 0.0013873 1.9008 8.8698 -3.4249 0.38783 -0.76613 0.00097386 0.95468 1.1472 25519
  SB35_520 0.40018 0.94847 0.97576 2.2295 3.7866 21.743 0.050991 0.61866 0.81358 4.1026 0.60294 -2.6123 4.9124 0.10825 2737.2 0.12936 162.04 0.15732 0.0006387 2.8664 0.97313 0.00021836  0.73 0.28381 0.31736 0.52398 0.00047307 3.7733 4.0321 -1.4639 3.1139 -0.98193 0.00087982 1.0579 1.9495 25520
  SB35_521 0.10196 0.69186 4.619 0.36374 8.2332 14.882 0.048421 0.73676 1.0363 1.4651 0.29867 -2.2415 11.551 0.043451 589.22 0.0089677 351.94 0.28086 0.0043061 1.7507 0.41641 3.6496e-05 1.1238 3.8975 0.098121 0.051399 0.0048546 0.37725 0.4852 -3.6607 0.81959 -0.25516 0.0015354 1.1341 3.0606 25521
  SB35_522 0.20192 0.89291 2.8577 1.2959 14.201 10.307 0.060462 0.80535 1.1293 2.2184 0.14843 -1.9799 6.4692 0.28345  1326 0.34788 484.4 0.071811 0.0030531 2.4891 0.73819 6.6599e-05 0.45123 0.71164 0.19155 0.15588 0.00013206 1.7323 8.2414 -4.7614 1.7472 -0.704 0.0010905 1.3244 2.3667 25522
  SB35_523 0.30061 0.748 13.618 0.99423 6.7707 28.837 0.038012 0.52359 0.92061 3.1019 0.30044 -2.3662 9.1115 0.06237 3473.1 0.049537 275.84 0.6165 0.0018213 1.3782 0.29412 0.00011948 2.7886 1.761 0.038815 0.34602 0.04225 2.1175 1.3365 -0.045653 0.45243 -0.055485 0.0013523 0.97819 1.2606 25523
  SB35_524 0.37341 0.81654 5.1461 0.65341 5.4053 25.442 0.068382 0.84819 1.1084 1.1715 0.10701 -2.436 7.356 0.03088 3520.5 0.020446 322.54 0.98625 0.0023727 2.5309 0.85583 0.00016057 0.29476 1.8499 0.032395 0.10194 0.00029893 0.86587 2.9723 -2.4463 1.1458 -0.85074 0.0015186 1.2931 3.548 25524
  SB35_525 0.27445 0.77399 1.5224 1.685 11.539 17.799 0.031029 0.47912 0.89192 3.3478 0.42946 -1.9101 8.2489 0.15398 1684.8 0.25655 513.91 0.089579 0.0014077 1.6016 0.51244 2.7826e-05 3.0517 0.42408 0.1038 0.26984 0.019208 3.4717 0.79773 -2.7513 0.27803 -0.38972 0.0012601 0.88953 1.6463 25525
