#Name Omega_m    sigma_8    A_SN1      A_AGN1     A_SN2      A_AGN2   Omega_b    seed
SB7_832 0.15092500 0.76584500 0.94169600 2.08500200 1.53571100 2.117092 0.08252000 12832
SB7_833 0.32036900 0.82768300 2.17017900 0.37871400 0.54688500 0.543002 0.04355600 12833
SB7_834 0.48986800 0.69920700 0.25500300 0.86898900 0.90177700 1.259299 0.05049400 12834
SB7_835 0.23143200 0.90770000 1.91862100 1.27637000 1.32067500 0.322779 0.01090600 12835
SB7_836 0.27786200 0.86543600 1.04016100 1.98355500 1.85580600 1.490353 0.06962300 12836
SB7_837 0.44420500 0.72882400 0.49121400 0.66768300 0.64008000 0.377439 0.02929200 12837
SB7_838 0.36367400 0.99489200 3.66846700 0.29694700 0.77948000 3.545764 0.07728300 12838
SB7_839 0.10838700 0.61118500 0.53349500 3.16652000 1.08049100 0.897358 0.03632800 12839
SB7_840 0.13174400 0.96421200 0.38701800 0.47210900 1.27865100 1.925609 0.05883200 12840
SB7_841 0.39032800 0.62897400 1.26432800 2.80511700 0.93110000 0.491254 0.01975100 12841
SB7_842 0.42073700 0.89415600 0.62077000 1.11950800 0.54144300 3.239744 0.08680400 12842
SB7_843 0.25134100 0.71221300 3.29258900 0.83988100 1.55062100 0.825934 0.04709900 12843
SB7_844 0.20792700 0.66697700 2.41891600 0.53556700 1.09315400 2.740720 0.07331100 12844
SB7_845 0.46336000 0.92703900 0.80911600 1.47429100 0.77019100 0.705486 0.03309700 12845
SB7_846 0.34378700 0.79926500 1.57913500 3.61003300 0.66131200 1.152660 0.06097200 12846
SB7_847 0.17749300 0.80637300 0.32356700 0.30723000 1.79561500 0.296511 0.02013400 12847
SB7_848 0.19936800 0.64248500 3.48229500 1.31677600 0.71494400 0.581626 0.06259500 12848
SB7_849 0.32816300 0.95099600 0.58694600 0.96703700 1.17471500 2.356851 0.02351200 12849
SB7_850 0.46023600 0.72252600 1.09733700 0.39279000 1.69871200 0.345965 0.07055800 12850
SB7_851 0.21730200 0.88433300 0.44591000 2.28304100 0.70109500 1.400989 0.03085000 12851
SB7_852 0.27321700 0.93899900 0.28131400 3.00248600 0.99526800 0.404279 0.08956000 12852
SB7_853 0.40511200 0.65531100 1.81633900 0.25013400 1.19350800 1.659166 0.04934300 12853
SB7_854 0.38720300 0.82138500 0.85254600 0.63015300 1.65301100 0.961837 0.05721100 12854
SB7_855 0.14112000 0.78474200 2.29571000 1.69691800 0.50950900 3.944641 0.01637100 12855
SB7_856 0.11776100 0.83757400 1.43145700 0.70746700 0.59567400 0.440077 0.07878800 12856
SB7_857 0.36054800 0.75566200 0.34179100 1.06151900 1.99866800 1.812438 0.03982200 12857
SB7_858 0.42858000 0.92083900 2.67188300 2.39974800 1.01924500 0.740409 0.06675200 12858
SB7_859 0.29973600 0.68558100 0.76488000 0.44557900 0.82371800 3.047210 0.02716200 12859
SB7_860 0.24080600 0.74341600 0.65395000 0.34188900 0.58586200 0.632006 0.05336700 12860
SB7_861 0.48674300 0.85055300 2.99271300 3.72433500 1.43709400 2.579586 0.01303300 12861
SB7_862 0.30474300 0.62277300 0.36684900 1.61431500 1.40336400 0.265801 0.08101700 12862
SB7_863 0.17279900 0.98281700 1.39276900 0.55548100 0.84615100 1.084183 0.04005900 12863
SB7_864 0.16811900 0.89006200 2.26153300 3.28898300 0.81497000 0.335551 0.05200000 12864
SB7_865 0.30941600 0.70342000 0.90370500 0.27377100 1.03029500 1.324458 0.01159100 12865
SB7_866 0.47898000 0.97027500 1.69958400 0.68597300 1.93506700 0.564156 0.08496400 12866
SB7_867 0.24854900 0.63658600 0.28788200 1.84880400 0.61531800 2.228332 0.04393100 12867
SB7_868 0.29196300 0.79125300 0.43225000 1.20250500 0.87399900 0.944553 0.07523100 12868
SB7_869 0.43636100 0.80306000 1.18198900 0.88326700 1.35850600 3.683793 0.03618800 12869
SB7_870 0.35595500 0.67380800 0.55226600 0.36071100 1.45258100 0.396988 0.06788100 12870
SB7_871 0.12237500 0.93232000 3.54359000 2.09624200 0.57955400 1.549288 0.02821400 12871
SB7_872 0.14901700 0.69159700 1.31748100 0.31227300 0.67867100 0.729846 0.08568900 12872
SB7_873 0.37930100 0.90164000 0.37138500 3.40113300 1.75502500 2.834536 0.04539700 12873
SB7_874 0.40983000 0.77464200 2.91654000 1.48223300 1.16204400 0.433846 0.05865200 12874
SB7_875 0.26848300 0.83178000 0.70077400 0.51011600 0.72281600 1.686048 0.01773600 12875
SB7_876 0.22205400 0.98961400 0.71202900 0.77431900 0.51508700 0.259607 0.06154100 12876
SB7_877 0.45548800 0.60435700 2.74888500 1.16280900 1.63493800 1.017996 0.02238200 12877
SB7_878 0.33599700 0.86875200 0.33496900 2.61454200 1.23299500 0.617211 0.07419300 12878
SB7_879 0.19155000 0.73683900 1.52546100 0.48505000 0.96329200 2.421961 0.03440900 12879
SB7_880 0.18217500 0.91361900 0.51162400 1.82060400 1.60202400 1.236524 0.07194800 12880
SB7_881 0.33912200 0.67991300 3.99483100 0.61335000 0.52412600 0.301412 0.03165300 12881
SB7_882 0.47111200 0.84676200 0.46726300 0.27131000 0.94135400 2.078940 0.06492100 12882
SB7_883 0.20017900 0.76015000 1.04715700 2.89068400 1.26485700 0.507112 0.02400200 12883
SB7_884 0.25910800 0.61788600 1.91080100 2.27080400 1.77598100 3.439152 0.05527500 12884
SB7_885 0.41295400 0.97637900 0.26741500 0.41239200 0.66855200 0.848469 0.01611300 12885
SB7_886 0.39492600 0.74712200 2.00897400 0.95140700 0.74544700 1.445448 0.08793700 12886
SB7_887 0.12714200 0.85896000 0.97426000 1.39765600 1.12931900 0.356840 0.04815100 12887
SB7_888 0.10050000 0.71804200 0.29793900 0.58319400 1.33499500 3.164076 0.06575400 12888
SB7_889 0.37158000 0.87514900 1.64219700 1.60567100 0.89219900 0.775441 0.02534200 12889
SB7_890 0.43948600 0.64815600 0.80153200 3.95307600 0.56491900 1.880834 0.07872800 12890
SB7_891 0.28258800 0.95821800 2.54978300 0.33636900 1.48684400 0.461250 0.03769200 12891
SB7_892 0.22667400 0.81298200 3.14825200 0.43369100 1.04595500 1.136373 0.08147000 12892
SB7_893 0.49460500 0.78103900 0.62162200 2.57467400 0.80513300 0.275818 0.04242500 12893
SB7_894 0.31254200 0.94544000 1.21877300 1.02198700 0.63318700 2.701704 0.05413000 12894
SB7_895 0.15874400 0.66020100 0.41920900 0.76737100 1.87580800 0.656212 0.01446100 12895
SB7_896 0.15742700 0.82023700 1.08877400 1.28890800 0.96930500 1.856368 0.07288900 12896
SB7_897 0.31464000 0.78652500 0.46925900 0.86755900 1.22545100 0.477521 0.03322100 12897
SB7_898 0.49660900 0.94009800 3.85027500 0.38428100 1.62741000 3.121066 0.06022900 12898
SB7_899 0.22545200 0.65348000 0.50828500 2.04923000 0.51751300 0.803407 0.02118500 12899
SB7_900 0.28361400 0.72377100 0.97910300 3.20439700 0.73506100 2.608761 0.05996800 12900
SB7_901 0.43767700 0.88225800 2.08736500 0.29106400 1.14258900 0.665086 0.01893200 12901
SB7_902 0.36967600 0.64128800 0.26584500 0.67241500 1.72768900 1.096444 0.08699400 12902
SB7_903 0.10162100 0.95312000 1.84044000 1.97492500 0.68935000 0.279714 0.04658200 12903
SB7_904 0.12504000 0.62470200 2.53722000 0.82323900 0.57057800 2.018917 0.06919600 12904
SB7_905 0.39624500 0.98181600 0.77141700 1.13289300 1.47555700 0.510955 0.02941000 12905
SB7_906 0.41417300 0.74153500 1.65186600 2.79292800 1.38163000 1.200111 0.07653500 12906
SB7_907 0.25710700 0.85160300 0.30933500 0.47545800 0.85944400 0.303928 0.03737300 12907
SB7_908 0.20198500 0.91881200 0.40319300 0.30672200 0.61243600 1.434088 0.08366100 12908
SB7_909 0.47009000 0.68687600 1.21356300 3.64547800 1.94400700 0.367573 0.04274200 12909
SB7_910 0.33799900 0.83955200 0.64495000 1.44900400 1.03663200 3.409525 0.05068800 12910
SB7_911 0.18408200 0.75431900 3.16899500 0.54344300 0.80992000 0.874509 0.01039400 12911
SB7_912 0.19345700 0.99672300 0.29287900 2.32289400 1.90548600 0.428074 0.05293300 12912
SB7_913 0.33487300 0.61008700 1.74469600 0.38709900 0.62337800 1.746045 0.01314900 12913
SB7_914 0.45446400 0.86365400 0.89001500 0.96863100 0.79172100 0.719713 0.08028100 12914
SB7_915 0.22386000 0.72997200 2.19914400 1.30396600 1.06376300 2.937638 0.04112200 12915
SB7_916 0.26648100 0.69708300 3.64004200 1.70433300 1.49372000 0.596203 0.07991200 12916
SB7_917 0.41104800 0.90889600 0.56148300 0.62571800 0.56227100 2.453778 0.03899600 12917
SB7_918 0.38062000 0.76792000 1.15018300 0.25519000 0.88666700 0.250580 0.06694900 12918
SB7_919 0.14691500 0.82643800 0.42540700 2.96699600 1.34321100 1.031982 0.02665700 12919
SB7_920 0.12349600 0.79821500 0.68219100 0.44244100 1.12241700 0.547659 0.08912100 12920
SB7_921 0.35405200 0.80825200 2.86871600 2.41022200 0.75009500 2.246078 0.04945500 12921
SB7_922 0.43455300 0.66797800 0.38166200 1.04897700 0.67169700 0.325547 0.05647100 12922
SB7_923 0.29298900 0.92511000 1.33865100 0.72176800 1.76781500 1.336022 0.01742900 12923
SB7_924 0.24732800 0.89549900 1.49940700 0.54743100 1.24368900 0.393985 0.06372400 12924
SB7_925 0.48098400 0.71023600 0.32631400 1.64248700 0.95729500 1.595417 0.02269000 12925
SB7_926 0.31151600 0.96291900 2.79121500 3.68812300 0.53237000 0.936693 0.07076000 12926
SB7_927 0.16680300 0.63100000 0.73221400 0.34245500 1.57708100 3.795721 0.03035100 12927
SB7_928 0.17470100 0.74914800 0.45338100 1.86065700 1.82603200 0.766497 0.06227700 12928
SB7_929 0.30362200 0.85766500 1.12693900 0.68345400 0.65024100 3.007696 0.02131900 12929
SB7_930 0.48571500 0.61590800 0.57771300 0.27723200 0.75819500 0.455930 0.07462600 12930
SB7_931 0.24261400 0.97772200 3.38766500 3.22163200 1.11035400 1.787879 0.03429300 12931
SB7_932 0.29773400 0.84483300 2.35600500 2.12850900 1.56029800 0.269384 0.08549300 12932
SB7_933 0.42980300 0.76115100 0.86743500 0.35428400 0.53813100 1.046928 0.04590200 12933
SB7_934 0.36186700 0.91550000 1.76581800 0.89133500 0.92681400 0.640904 0.05752900 12934
SB7_935 0.11566500 0.67886300 0.27707100 1.20133200 1.28467300 2.489052 0.01856200 12935
SB7_936 0.14224500 0.94419500 0.74529200 0.50102400 1.07543300 0.348603 0.07597100 12936
SB7_937 0.38529800 0.66227700 2.62607300 1.50503900 0.78308100 1.360484 0.03513000 12937
SB7_938 0.40330700 0.81417800 0.35157600 3.39783400 0.64401600 0.586506 0.06831900 12938
SB7_939 0.27424100 0.77891500 1.45334900 0.31512700 1.84430800 2.287351 0.02810300 12939
SB7_940 0.21608100 0.64930400 1.36979100 0.48326600 1.30022300 0.990809 0.05179800 12940
SB7_941 0.46223500 0.95643600 0.35721900 2.63129100 0.91604000 3.913477 0.01209000 12941
SB7_942 0.33026300 0.71694300 3.04060100 1.13900300 0.55619300 0.416704 0.08383500 12942
SB7_943 0.19804700 0.87698000 0.67220600 0.78411100 1.51013800 1.644804 0.04475200 12943
SB7_944 0.17617300 0.67246600 1.99335600 2.95111500 0.85006500 3.355173 0.08221300 12944
SB7_945 0.34588800 0.93429700 0.25633100 0.26792300 1.39678400 0.814914 0.04137400 12945
SB7_946 0.46536000 0.79254600 2.09005400 0.61561000 1.42818000 1.995735 0.05455100 12946
SB7_947 0.20670700 0.80103400 0.93642000 1.80900500 0.58946900 0.484412 0.01433700 12947
SB7_948 0.25236600 0.97132400 0.53592000 1.39902100 0.83675200 1.167852 0.06556400 12948
SB7_949 0.41893300 0.63470700 3.81386500 0.94279500 1.00345400 0.286407 0.02585900 12949
SB7_950 0.38842300 0.88906100 0.48812300 0.41987300 1.96537200 2.778489 0.07759200 12950
SB7_951 0.13287000 0.70534800 1.00245500 2.23638100 0.60581700 0.680927 0.03851000 12951
SB7_952 0.10628900 0.87087600 3.27774700 0.33332200 0.50098100 1.269273 0.05602300 12952
SB7_953 0.36499100 0.73564400 0.59709200 3.95691400 1.68100500 0.313354 0.01506800 12953
SB7_954 0.44542800 0.98753900 1.27231300 1.58133900 1.21228300 2.135491 0.08836300 12954
SB7_955 0.27585800 0.60560200 0.40158300 0.59377600 0.97977100 0.526835 0.04803200 12955
SB7_956 0.23323800 0.77281100 0.31144100 0.75778700 0.69680900 3.651180 0.07175400 12956
SB7_957 0.48884000 0.83287800 1.57092500 1.04334700 1.70930600 0.890607 0.03216500 12957
SB7_958 0.31924600 0.69337900 0.84011800 2.55828500 1.18024300 1.535572 0.06378000 12958
SB7_959 0.15282600 0.90049300 2.43258400 0.43529200 0.71165500 0.374315 0.02481600 12959
SB7_960 0.15397700 0.68432100 0.61071100 0.70447000 0.61764800 0.258156 0.05843500 12960
SB7_961 0.32357100 0.92249000 3.34676800 1.87738200 1.92239100 1.001695 0.01798400 12961
SB7_962 0.49315800 0.75105700 0.39332200 3.34439200 1.02652600 0.614230 0.08608600 12962
SB7_963 0.23438300 0.84257000 1.24405800 0.28153000 0.82011100 2.381769 0.04501000 12963
SB7_964 0.28091000 0.98468100 1.60406300 0.36641600 0.57583000 0.733484 0.07379800 12964
SB7_965 0.44740300 0.62129900 0.31854300 2.15200700 1.45814600 2.882477 0.03479300 12965
SB7_966 0.36697200 0.85532300 2.37853100 1.23618300 1.36724900 0.436267 0.06176300 12966
SB7_967 0.11134600 0.73903600 0.82285800 0.89844000 0.87083800 1.713258 0.02213200 12967
SB7_968 0.13485000 0.88561900 0.25095800 1.52167900 0.72789200 0.949463 0.08458900 12968
SB7_969 0.39347900 0.72085100 1.94955200 0.51817800 1.15697200 3.744670 0.04433400 12969
SB7_970 0.42398300 0.95557600 0.95736900 0.31764100 1.74240200 0.399356 0.05224100 12970
SB7_971 0.25434000 0.63751300 2.13468600 3.49635000 0.68168100 1.573958 0.01136100 12971
SB7_972 0.21102500 0.78290200 3.73012300 2.65498500 0.95921100 0.333578 0.06764400 12972
SB7_973 0.46650400 0.82283500 0.52467400 0.49812300 1.24170400 1.303856 0.02844300 12973
SB7_974 0.34703800 0.65051700 1.02382300 0.79627300 1.64239800 0.561170 0.07560700 12974
SB7_975 0.18049600 0.94340300 0.49904500 1.18238600 0.51140400 2.192002 0.03578100 12975
SB7_976 0.19612200 0.70763900 2.68479000 0.26418900 1.25678300 1.117427 0.07832100 12976
SB7_977 0.32516400 0.89912200 0.76119900 2.84665000 0.94476000 0.274462 0.03806800 12977
SB7_978 0.45713000 0.62769500 1.42287400 1.79046000 0.52752100 2.658684 0.06598300 12978
SB7_979 0.21415000 0.96588100 0.34384700 0.59643900 1.59589500 0.652597 0.02510500 12979
SB7_980 0.26996600 0.81117300 0.36483800 0.93660400 1.13345500 3.215430 0.05390000 12980
SB7_981 0.40210800 0.79485500 1.40045600 1.36142500 0.74078100 0.779830 0.01470200 12981
SB7_982 0.38410500 0.92888500 0.65745200 2.20896300 0.66602200 1.912493 0.08187300 12982
SB7_983 0.13797600 0.66552200 2.97682100 0.40542300 1.78771300 0.463508 0.04205000 12983
SB7_984 0.11447100 0.91229900 1.10376900 3.85064000 1.48010500 3.493639 0.06467100 12984
SB7_985 0.35759700 0.69421700 0.44331900 0.33113100 0.56898200 0.853454 0.02422300 12985
SB7_986 0.42552700 0.82893700 3.46496700 0.57334500 0.89600600 1.469468 0.07233200 12986
SB7_987 0.29653400 0.76420000 0.58988400 1.56192700 1.32561500 0.358723 0.03125900 12987
SB7_988 0.23750800 0.60640900 0.84814900 1.00643000 1.88937600 1.216472 0.08754900 12988
SB7_989 0.48378300 0.99927700 2.30757500 0.74722200 0.63039800 0.299841 0.04854700 12989
SB7_990 0.30169600 0.72695400 0.28291300 0.42173800 0.79951100 2.046442 0.05552400 12990
SB7_991 0.16960200 0.86691600 1.80606400 2.53201800 1.05055000 0.504083 0.01589600 12991
SB7_992 0.16487100 0.96006400 2.93312500 0.85574300 1.31124700 2.726329 0.08642000 12992
SB7_993 0.30641000 0.64670000 0.69681500 1.24283000 0.90588200 0.693954 0.04749400 12993
SB7_994 0.47588400 0.87994900 1.31071100 2.02749400 0.55075400 1.145927 0.05908100 12994
SB7_995 0.24540200 0.71363200 0.37330900 0.37243200 1.52918800 0.291885 0.01952900 12995
SB7_996 0.28871900 0.65892300 0.33329900 0.28924600 1.08527300 1.937177 0.06072400 12996
SB7_997 0.43335900 0.94711000 1.53309400 3.11715300 0.77388200 0.499056 0.02035200 12997
SB7_998 0.35285200 0.77646400 0.71619300 1.95001400 0.63727900 3.256726 0.07369800 12998
SB7_999 0.11922000 0.81794700 2.73285700 0.64947900 1.86885700 0.839547 0.03270100 12999
SB7_1000 0.14571600 0.75827900 1.70865200 1.10206500 1.54502900 1.498609 0.05026500 13000
SB7_1001 0.37634500 0.84824200 0.28635000 0.81809200 0.54492200 0.383547 0.01114300 13001
SB7_1002 0.40677900 0.67513700 2.24912600 0.45924300 0.93467700 3.563290 0.08292700 13002
SB7_1003 0.26528800 0.91800500 0.90868500 2.75765600 1.27042100 0.912573 0.04317900 13003
SB7_1004 0.21876100 0.86021400 0.54896200 3.51521000 1.80692100 2.106780 0.07687900 13004
SB7_1005 0.45253900 0.74547700 3.56497500 0.30254300 0.65890000 0.534013 0.03670300 13005
SB7_1006 0.33294200 0.98097800 0.43434100 0.52668800 0.76513700 1.252210 0.06985300 13006
SB7_1007 0.18835100 0.61289600 1.17630400 1.43361300 1.09730500 0.317624 0.02905100 13007
SB7_1008 0.18522600 0.83655000 0.78895700 0.39887400 0.70416800 0.622098 0.06651100 13008
SB7_1009 0.34231700 0.77026200 2.59046500 2.34462600 1.68686900 2.564293 0.02739200 13009
SB7_1010 0.47441400 0.90350500 0.30294700 1.35413900 1.16952800 0.261480 0.07916400 13010
SB7_1011 0.20313500 0.69012400 1.61505700 0.98333800 0.72012200 1.078576 0.03941800 13011
SB7_1012 0.26216300 0.73223400 1.23904000 0.64693700 0.50593500 0.447371 0.08064000 13012
SB7_1013 0.41615300 0.87374800 0.41234500 1.72377500 1.66004700 1.822084 0.04046600 13013
SB7_1014 0.39821900 0.60309600 3.09829400 3.05416200 1.20210400 0.752109 0.05360400 13014
SB7_1015 0.13009100 0.99126400 0.63164200 0.25714300 0.99074700 3.065241 0.01280400 13015
SB7_1016 0.10359600 0.63179200 0.45946000 2.43775400 0.82915100 0.411102 0.07016200 13016
SB7_1017 0.37472700 0.97467900 1.06493400 0.45744300 1.01539800 1.667218 0.03123800 13017
SB7_1018 0.44273400 0.70158000 0.51969100 0.72729600 1.98613800 0.977488 0.06281300 13018
SB7_1019 0.28559500 0.89151200 3.93276000 1.07977800 0.59786200 3.966805 0.02326300 13019
SB7_1020 0.22977700 0.93690100 2.04171300 1.65788000 0.84292300 0.572388 0.05699000 13020
SB7_1021 0.49776000 0.66883700 0.95864200 0.56407900 1.41243900 2.343768 0.01662000 13021
SB7_1022 0.31578500 0.80434400 1.87986300 0.34765600 1.44230900 0.340211 0.08995500 13022
SB7_1023 0.16174600 0.78957700 0.27182100 3.82997100 0.58211600 1.394038 0.04895900 13023
